"","Admit","Gender","Dept"
"10.109","Rejected","Male","C"
"10.110","Rejected","Male","C"
"10.111","Rejected","Male","C"
"10.112","Rejected","Male","C"
"10.113","Rejected","Male","C"
"10.114","Rejected","Male","C"
"10.115","Rejected","Male","C"
"10.116","Rejected","Male","C"
"10.117","Rejected","Male","C"
"10.118","Rejected","Male","C"
"10.119","Rejected","Male","C"
"10.120","Rejected","Male","C"
"10.121","Rejected","Male","C"
"10.122","Rejected","Male","C"
"10.123","Rejected","Male","C"
"10.124","Rejected","Male","C"
"10.125","Rejected","Male","C"
"10.126","Rejected","Male","C"
"10.127","Rejected","Male","C"
"10.128","Rejected","Male","C"
"10.129","Rejected","Male","C"
"10.130","Rejected","Male","C"
"10.131","Rejected","Male","C"
"10.132","Rejected","Male","C"
"10.133","Rejected","Male","C"
"10.134","Rejected","Male","C"
"10.135","Rejected","Male","C"
"10.136","Rejected","Male","C"
"10.137","Rejected","Male","C"
"10.138","Rejected","Male","C"
"10.139","Rejected","Male","C"
"10.140","Rejected","Male","C"
"10.141","Rejected","Male","C"
"10.142","Rejected","Male","C"
"10.143","Rejected","Male","C"
"10.144","Rejected","Male","C"
"10.145","Rejected","Male","C"
"10.146","Rejected","Male","C"
"10.147","Rejected","Male","C"
"10.148","Rejected","Male","C"
"10.149","Rejected","Male","C"
"10.150","Rejected","Male","C"
"10.151","Rejected","Male","C"
"10.152","Rejected","Male","C"
"10.153","Rejected","Male","C"
"10.154","Rejected","Male","C"
"10.155","Rejected","Male","C"
"10.156","Rejected","Male","C"
"10.157","Rejected","Male","C"
"10.158","Rejected","Male","C"
"10.159","Rejected","Male","C"
"10.160","Rejected","Male","C"
"10.161","Rejected","Male","C"
"10.162","Rejected","Male","C"
"10.163","Rejected","Male","C"
"10.164","Rejected","Male","C"
"10.165","Rejected","Male","C"
"10.166","Rejected","Male","C"
"10.167","Rejected","Male","C"
"10.168","Rejected","Male","C"
"10.169","Rejected","Male","C"
"10.170","Rejected","Male","C"
"10.171","Rejected","Male","C"
"10.172","Rejected","Male","C"
"10.173","Rejected","Male","C"
"10.174","Rejected","Male","C"
"10.175","Rejected","Male","C"
"10.176","Rejected","Male","C"
"10.177","Rejected","Male","C"
"10.178","Rejected","Male","C"
"10.179","Rejected","Male","C"
"10.180","Rejected","Male","C"
"10.181","Rejected","Male","C"
"10.182","Rejected","Male","C"
"10.183","Rejected","Male","C"
"10.184","Rejected","Male","C"
"10.185","Rejected","Male","C"
"10.186","Rejected","Male","C"
"10.187","Rejected","Male","C"
"10.188","Rejected","Male","C"
"10.189","Rejected","Male","C"
"10.190","Rejected","Male","C"
"10.191","Rejected","Male","C"
"10.192","Rejected","Male","C"
"10.193","Rejected","Male","C"
"10.194","Rejected","Male","C"
"10.195","Rejected","Male","C"
"10.196","Rejected","Male","C"
"10.197","Rejected","Male","C"
"10.198","Rejected","Male","C"
"10.199","Rejected","Male","C"
"10.200","Rejected","Male","C"
"10.201","Rejected","Male","C"
"10.202","Rejected","Male","C"
"10.203","Rejected","Male","C"
"10.204","Rejected","Male","C"
"11","Admitted","Female","C"
"11.1","Admitted","Female","C"
"11.2","Admitted","Female","C"
"11.3","Admitted","Female","C"
"11.4","Admitted","Female","C"
"11.5","Admitted","Female","C"
"11.6","Admitted","Female","C"
"11.7","Admitted","Female","C"
"11.8","Admitted","Female","C"
"11.9","Admitted","Female","C"
"11.10","Admitted","Female","C"
"11.11","Admitted","Female","C"
"11.12","Admitted","Female","C"
"11.13","Admitted","Female","C"
"11.14","Admitted","Female","C"
"11.15","Admitted","Female","C"
"11.16","Admitted","Female","C"
"11.17","Admitted","Female","C"
"11.18","Admitted","Female","C"
"11.19","Admitted","Female","C"
"11.20","Admitted","Female","C"
"11.21","Admitted","Female","C"
"11.22","Admitted","Female","C"
"11.23","Admitted","Female","C"
"11.24","Admitted","Female","C"
"11.25","Admitted","Female","C"
"11.26","Admitted","Female","C"
"11.27","Admitted","Female","C"
"11.28","Admitted","Female","C"
"11.29","Admitted","Female","C"
"11.30","Admitted","Female","C"
"11.31","Admitted","Female","C"
"11.32","Admitted","Female","C"
"11.33","Admitted","Female","C"
"11.34","Admitted","Female","C"
"11.35","Admitted","Female","C"
"11.36","Admitted","Female","C"
"11.37","Admitted","Female","C"
"11.38","Admitted","Female","C"
"11.39","Admitted","Female","C"
"11.40","Admitted","Female","C"
"11.41","Admitted","Female","C"
"11.42","Admitted","Female","C"
"11.43","Admitted","Female","C"
"11.44","Admitted","Female","C"
"11.45","Admitted","Female","C"
"11.46","Admitted","Female","C"
"11.47","Admitted","Female","C"
"11.48","Admitted","Female","C"
"11.49","Admitted","Female","C"
"11.50","Admitted","Female","C"
"11.51","Admitted","Female","C"
"11.52","Admitted","Female","C"
"11.53","Admitted","Female","C"
"11.54","Admitted","Female","C"
"11.55","Admitted","Female","C"
"11.56","Admitted","Female","C"
"11.57","Admitted","Female","C"
"11.58","Admitted","Female","C"
"11.59","Admitted","Female","C"
"11.60","Admitted","Female","C"
"11.61","Admitted","Female","C"
"11.62","Admitted","Female","C"
"11.63","Admitted","Female","C"
"11.64","Admitted","Female","C"
"11.65","Admitted","Female","C"
"11.66","Admitted","Female","C"
"11.67","Admitted","Female","C"
"11.68","Admitted","Female","C"
"11.69","Admitted","Female","C"
"11.70","Admitted","Female","C"
"11.71","Admitted","Female","C"
"11.72","Admitted","Female","C"
"11.73","Admitted","Female","C"
"11.74","Admitted","Female","C"
"11.75","Admitted","Female","C"
"11.76","Admitted","Female","C"
"11.77","Admitted","Female","C"
"11.78","Admitted","Female","C"
"11.79","Admitted","Female","C"
"11.80","Admitted","Female","C"
"11.81","Admitted","Female","C"
"11.82","Admitted","Female","C"
"11.83","Admitted","Female","C"
"11.84","Admitted","Female","C"
"11.85","Admitted","Female","C"
"11.86","Admitted","Female","C"
"11.87","Admitted","Female","C"
"11.88","Admitted","Female","C"
"11.89","Admitted","Female","C"
"11.90","Admitted","Female","C"
"11.91","Admitted","Female","C"
"11.92","Admitted","Female","C"
"11.93","Admitted","Female","C"
"11.94","Admitted","Female","C"
"11.95","Admitted","Female","C"
"11.96","Admitted","Female","C"
"11.97","Admitted","Female","C"
"11.98","Admitted","Female","C"
"11.99","Admitted","Female","C"
"11.100","Admitted","Female","C"
"11.101","Admitted","Female","C"
"11.102","Admitted","Female","C"
"11.103","Admitted","Female","C"
"11.104","Admitted","Female","C"
"11.105","Admitted","Female","C"
"11.106","Admitted","Female","C"
"11.107","Admitted","Female","C"
"11.108","Admitted","Female","C"
"11.109","Admitted","Female","C"
"11.110","Admitted","Female","C"
"11.111","Admitted","Female","C"
"11.112","Admitted","Female","C"
"11.113","Admitted","Female","C"
"11.114","Admitted","Female","C"
"11.115","Admitted","Female","C"
"11.116","Admitted","Female","C"
"11.117","Admitted","Female","C"
"11.118","Admitted","Female","C"
"11.119","Admitted","Female","C"
"11.120","Admitted","Female","C"
"11.121","Admitted","Female","C"
"11.122","Admitted","Female","C"
"11.123","Admitted","Female","C"
"11.124","Admitted","Female","C"
"11.125","Admitted","Female","C"
"11.126","Admitted","Female","C"
"11.127","Admitted","Female","C"
"11.128","Admitted","Female","C"
"11.129","Admitted","Female","C"
"11.130","Admitted","Female","C"
"11.131","Admitted","Female","C"
"11.132","Admitted","Female","C"
"11.133","Admitted","Female","C"
"11.134","Admitted","Female","C"
"11.135","Admitted","Female","C"
"11.136","Admitted","Female","C"
"11.137","Admitted","Female","C"
"11.138","Admitted","Female","C"
"11.139","Admitted","Female","C"
"11.140","Admitted","Female","C"
"11.141","Admitted","Female","C"
"11.142","Admitted","Female","C"
"11.143","Admitted","Female","C"
"11.144","Admitted","Female","C"
"11.145","Admitted","Female","C"
"11.146","Admitted","Female","C"
"11.147","Admitted","Female","C"
"11.148","Admitted","Female","C"
"11.149","Admitted","Female","C"
"11.150","Admitted","Female","C"
"11.151","Admitted","Female","C"
"11.152","Admitted","Female","C"
"11.153","Admitted","Female","C"
"11.154","Admitted","Female","C"
"11.155","Admitted","Female","C"
"11.156","Admitted","Female","C"
"11.157","Admitted","Female","C"
"11.158","Admitted","Female","C"
"11.159","Admitted","Female","C"
"11.160","Admitted","Female","C"
"11.161","Admitted","Female","C"
"11.162","Admitted","Female","C"
"11.163","Admitted","Female","C"
"11.164","Admitted","Female","C"
"11.165","Admitted","Female","C"
"11.166","Admitted","Female","C"
"11.167","Admitted","Female","C"
"11.168","Admitted","Female","C"
"11.169","Admitted","Female","C"
"11.170","Admitted","Female","C"
"11.171","Admitted","Female","C"
"11.172","Admitted","Female","C"
"11.173","Admitted","Female","C"
"11.174","Admitted","Female","C"
"11.175","Admitted","Female","C"
"11.176","Admitted","Female","C"
"11.177","Admitted","Female","C"
"11.178","Admitted","Female","C"
"11.179","Admitted","Female","C"
"11.180","Admitted","Female","C"
"11.181","Admitted","Female","C"
"11.182","Admitted","Female","C"
"11.183","Admitted","Female","C"
"11.184","Admitted","Female","C"
"11.185","Admitted","Female","C"
"11.186","Admitted","Female","C"
"11.187","Admitted","Female","C"
"11.188","Admitted","Female","C"
"11.189","Admitted","Female","C"
"11.190","Admitted","Female","C"
"11.191","Admitted","Female","C"
"11.192","Admitted","Female","C"
"11.193","Admitted","Female","C"
"11.194","Admitted","Female","C"
"11.195","Admitted","Female","C"
"11.196","Admitted","Female","C"
"11.197","Admitted","Female","C"
"11.198","Admitted","Female","C"
"11.199","Admitted","Female","C"
"11.200","Admitted","Female","C"
"11.201","Admitted","Female","C"
"12","Rejected","Female","C"
"12.1","Rejected","Female","C"
"12.2","Rejected","Female","C"
"12.3","Rejected","Female","C"
"12.4","Rejected","Female","C"
"12.5","Rejected","Female","C"
"12.6","Rejected","Female","C"
"12.7","Rejected","Female","C"
"12.8","Rejected","Female","C"
"12.9","Rejected","Female","C"
"12.10","Rejected","Female","C"
"12.11","Rejected","Female","C"
"12.12","Rejected","Female","C"
"12.13","Rejected","Female","C"
"12.14","Rejected","Female","C"
"12.15","Rejected","Female","C"
"12.16","Rejected","Female","C"
"12.17","Rejected","Female","C"
"12.18","Rejected","Female","C"
"12.19","Rejected","Female","C"
"12.20","Rejected","Female","C"
"12.21","Rejected","Female","C"
"12.22","Rejected","Female","C"
"12.23","Rejected","Female","C"
"12.24","Rejected","Female","C"
"12.25","Rejected","Female","C"
"12.26","Rejected","Female","C"
"12.27","Rejected","Female","C"
"12.28","Rejected","Female","C"
"12.29","Rejected","Female","C"
"12.30","Rejected","Female","C"
"12.31","Rejected","Female","C"
"12.32","Rejected","Female","C"
"12.33","Rejected","Female","C"
"12.34","Rejected","Female","C"
"12.35","Rejected","Female","C"
"12.36","Rejected","Female","C"
"12.37","Rejected","Female","C"
"12.38","Rejected","Female","C"
"12.39","Rejected","Female","C"
"12.40","Rejected","Female","C"
"12.41","Rejected","Female","C"
"12.42","Rejected","Female","C"
"12.43","Rejected","Female","C"
"12.44","Rejected","Female","C"
"12.45","Rejected","Female","C"
"12.46","Rejected","Female","C"
"12.47","Rejected","Female","C"
"12.48","Rejected","Female","C"
"12.49","Rejected","Female","C"
"12.50","Rejected","Female","C"
"12.51","Rejected","Female","C"
"12.52","Rejected","Female","C"
"12.53","Rejected","Female","C"
"12.54","Rejected","Female","C"
"12.55","Rejected","Female","C"
"12.56","Rejected","Female","C"
"12.57","Rejected","Female","C"
"12.58","Rejected","Female","C"
"12.59","Rejected","Female","C"
"12.60","Rejected","Female","C"
"12.61","Rejected","Female","C"
"12.62","Rejected","Female","C"
"12.63","Rejected","Female","C"
"12.64","Rejected","Female","C"
"12.65","Rejected","Female","C"
"12.66","Rejected","Female","C"
"12.67","Rejected","Female","C"
"12.68","Rejected","Female","C"
"12.69","Rejected","Female","C"
"12.70","Rejected","Female","C"
"12.71","Rejected","Female","C"
"12.72","Rejected","Female","C"
"12.73","Rejected","Female","C"
"12.74","Rejected","Female","C"
"12.75","Rejected","Female","C"
"12.76","Rejected","Female","C"
"12.77","Rejected","Female","C"
"12.78","Rejected","Female","C"
"12.79","Rejected","Female","C"
"12.80","Rejected","Female","C"
"12.81","Rejected","Female","C"
"12.82","Rejected","Female","C"
"12.83","Rejected","Female","C"
"12.84","Rejected","Female","C"
"12.85","Rejected","Female","C"
"12.86","Rejected","Female","C"
"12.87","Rejected","Female","C"
"12.88","Rejected","Female","C"
"12.89","Rejected","Female","C"
"12.90","Rejected","Female","C"
"12.91","Rejected","Female","C"
"12.92","Rejected","Female","C"
"12.93","Rejected","Female","C"
"12.94","Rejected","Female","C"
"12.95","Rejected","Female","C"
"12.96","Rejected","Female","C"
"12.97","Rejected","Female","C"
"12.98","Rejected","Female","C"
"12.99","Rejected","Female","C"
"12.100","Rejected","Female","C"
"12.101","Rejected","Female","C"
"12.102","Rejected","Female","C"
"12.103","Rejected","Female","C"
"12.104","Rejected","Female","C"
"12.105","Rejected","Female","C"
"12.106","Rejected","Female","C"
"12.107","Rejected","Female","C"
"12.108","Rejected","Female","C"
"12.109","Rejected","Female","C"
"12.110","Rejected","Female","C"
"12.111","Rejected","Female","C"
"12.112","Rejected","Female","C"
"12.113","Rejected","Female","C"
"12.114","Rejected","Female","C"
"12.115","Rejected","Female","C"
"12.116","Rejected","Female","C"
"12.117","Rejected","Female","C"
"12.118","Rejected","Female","C"
"12.119","Rejected","Female","C"
"12.120","Rejected","Female","C"
"12.121","Rejected","Female","C"
"12.122","Rejected","Female","C"
"12.123","Rejected","Female","C"
"12.124","Rejected","Female","C"
"12.125","Rejected","Female","C"
"12.126","Rejected","Female","C"
"12.127","Rejected","Female","C"
"12.128","Rejected","Female","C"
"12.129","Rejected","Female","C"
"12.130","Rejected","Female","C"
"12.131","Rejected","Female","C"
"12.132","Rejected","Female","C"
"12.133","Rejected","Female","C"
"12.134","Rejected","Female","C"
"12.135","Rejected","Female","C"
"12.136","Rejected","Female","C"
"12.137","Rejected","Female","C"
"12.138","Rejected","Female","C"
"12.139","Rejected","Female","C"
"12.140","Rejected","Female","C"
"12.141","Rejected","Female","C"
"12.142","Rejected","Female","C"
"12.143","Rejected","Female","C"
"12.144","Rejected","Female","C"
"12.145","Rejected","Female","C"
"12.146","Rejected","Female","C"
"12.147","Rejected","Female","C"
"12.148","Rejected","Female","C"
"12.149","Rejected","Female","C"
"12.150","Rejected","Female","C"
"12.151","Rejected","Female","C"
"12.152","Rejected","Female","C"
"12.153","Rejected","Female","C"
"12.154","Rejected","Female","C"
"12.155","Rejected","Female","C"
"12.156","Rejected","Female","C"
"12.157","Rejected","Female","C"
"12.158","Rejected","Female","C"
"12.159","Rejected","Female","C"
"12.160","Rejected","Female","C"
"12.161","Rejected","Female","C"
"12.162","Rejected","Female","C"
"12.163","Rejected","Female","C"
"12.164","Rejected","Female","C"
"12.165","Rejected","Female","C"
"12.166","Rejected","Female","C"
"12.167","Rejected","Female","C"
"12.168","Rejected","Female","C"
"12.169","Rejected","Female","C"
"12.170","Rejected","Female","C"
"12.171","Rejected","Female","C"
"12.172","Rejected","Female","C"
"12.173","Rejected","Female","C"
"12.174","Rejected","Female","C"
"12.175","Rejected","Female","C"
"12.176","Rejected","Female","C"
"12.177","Rejected","Female","C"
"12.178","Rejected","Female","C"
"12.179","Rejected","Female","C"
"12.180","Rejected","Female","C"
"12.181","Rejected","Female","C"
"12.182","Rejected","Female","C"
"12.183","Rejected","Female","C"
"12.184","Rejected","Female","C"
"12.185","Rejected","Female","C"
"12.186","Rejected","Female","C"
"12.187","Rejected","Female","C"
"12.188","Rejected","Female","C"
"12.189","Rejected","Female","C"
"12.190","Rejected","Female","C"
"12.191","Rejected","Female","C"
"12.192","Rejected","Female","C"
"12.193","Rejected","Female","C"
"12.194","Rejected","Female","C"
"12.195","Rejected","Female","C"
"12.196","Rejected","Female","C"
"12.197","Rejected","Female","C"
"12.198","Rejected","Female","C"
"12.199","Rejected","Female","C"
"12.200","Rejected","Female","C"
"12.201","Rejected","Female","C"
"12.202","Rejected","Female","C"
"12.203","Rejected","Female","C"
"12.204","Rejected","Female","C"
"12.205","Rejected","Female","C"
"12.206","Rejected","Female","C"
"12.207","Rejected","Female","C"
"12.208","Rejected","Female","C"
"12.209","Rejected","Female","C"
"12.210","Rejected","Female","C"
"12.211","Rejected","Female","C"
"12.212","Rejected","Female","C"
"12.213","Rejected","Female","C"
"12.214","Rejected","Female","C"
"12.215","Rejected","Female","C"
"12.216","Rejected","Female","C"
"12.217","Rejected","Female","C"
"12.218","Rejected","Female","C"
"12.219","Rejected","Female","C"
"12.220","Rejected","Female","C"
"12.221","Rejected","Female","C"
"12.222","Rejected","Female","C"
"12.223","Rejected","Female","C"
"12.224","Rejected","Female","C"
"12.225","Rejected","Female","C"
"12.226","Rejected","Female","C"
"12.227","Rejected","Female","C"
"12.228","Rejected","Female","C"
"12.229","Rejected","Female","C"
"12.230","Rejected","Female","C"
"12.231","Rejected","Female","C"
"12.232","Rejected","Female","C"
"12.233","Rejected","Female","C"
"12.234","Rejected","Female","C"
"12.235","Rejected","Female","C"
"12.236","Rejected","Female","C"
"12.237","Rejected","Female","C"
"12.238","Rejected","Female","C"
"12.239","Rejected","Female","C"
"12.240","Rejected","Female","C"
"12.241","Rejected","Female","C"
"12.242","Rejected","Female","C"
"12.243","Rejected","Female","C"
"12.244","Rejected","Female","C"
"12.245","Rejected","Female","C"
"12.246","Rejected","Female","C"
"12.247","Rejected","Female","C"
"12.248","Rejected","Female","C"
"12.249","Rejected","Female","C"
"12.250","Rejected","Female","C"
"12.251","Rejected","Female","C"
"12.252","Rejected","Female","C"
"12.253","Rejected","Female","C"
"12.254","Rejected","Female","C"
"12.255","Rejected","Female","C"
"12.256","Rejected","Female","C"
"12.257","Rejected","Female","C"
"12.258","Rejected","Female","C"
"12.259","Rejected","Female","C"
"12.260","Rejected","Female","C"
"12.261","Rejected","Female","C"
"12.262","Rejected","Female","C"
"12.263","Rejected","Female","C"
"12.264","Rejected","Female","C"
"12.265","Rejected","Female","C"
"12.266","Rejected","Female","C"
"12.267","Rejected","Female","C"
"12.268","Rejected","Female","C"
"12.269","Rejected","Female","C"
"12.270","Rejected","Female","C"
"12.271","Rejected","Female","C"
"12.272","Rejected","Female","C"
"12.273","Rejected","Female","C"
"12.274","Rejected","Female","C"
"12.275","Rejected","Female","C"
"12.276","Rejected","Female","C"
"12.277","Rejected","Female","C"
"12.278","Rejected","Female","C"
"12.279","Rejected","Female","C"
"12.280","Rejected","Female","C"
"12.281","Rejected","Female","C"
"12.282","Rejected","Female","C"
"12.283","Rejected","Female","C"
"12.284","Rejected","Female","C"
"12.285","Rejected","Female","C"
"12.286","Rejected","Female","C"
"12.287","Rejected","Female","C"
"12.288","Rejected","Female","C"
"12.289","Rejected","Female","C"
"12.290","Rejected","Female","C"
"12.291","Rejected","Female","C"
"12.292","Rejected","Female","C"
"12.293","Rejected","Female","C"
"12.294","Rejected","Female","C"
"12.295","Rejected","Female","C"
"12.296","Rejected","Female","C"
"12.297","Rejected","Female","C"
"12.298","Rejected","Female","C"
"12.299","Rejected","Female","C"
"12.300","Rejected","Female","C"
"12.301","Rejected","Female","C"
"12.302","Rejected","Female","C"
"12.303","Rejected","Female","C"
"12.304","Rejected","Female","C"
"12.305","Rejected","Female","C"
"12.306","Rejected","Female","C"
"12.307","Rejected","Female","C"
"12.308","Rejected","Female","C"
"12.309","Rejected","Female","C"
"12.310","Rejected","Female","C"
"12.311","Rejected","Female","C"
"12.312","Rejected","Female","C"
"12.313","Rejected","Female","C"
"12.314","Rejected","Female","C"
"12.315","Rejected","Female","C"
"12.316","Rejected","Female","C"
"12.317","Rejected","Female","C"
"12.318","Rejected","Female","C"
"12.319","Rejected","Female","C"
"12.320","Rejected","Female","C"
"12.321","Rejected","Female","C"
"12.322","Rejected","Female","C"
"12.323","Rejected","Female","C"
"12.324","Rejected","Female","C"
"12.325","Rejected","Female","C"
"12.326","Rejected","Female","C"
"12.327","Rejected","Female","C"
"12.328","Rejected","Female","C"
"12.329","Rejected","Female","C"
"12.330","Rejected","Female","C"
"12.331","Rejected","Female","C"
"12.332","Rejected","Female","C"
"12.333","Rejected","Female","C"
"12.334","Rejected","Female","C"
"12.335","Rejected","Female","C"
"12.336","Rejected","Female","C"
"12.337","Rejected","Female","C"
"12.338","Rejected","Female","C"
"12.339","Rejected","Female","C"
"12.340","Rejected","Female","C"
"12.341","Rejected","Female","C"
"12.342","Rejected","Female","C"
"12.343","Rejected","Female","C"
"12.344","Rejected","Female","C"
"12.345","Rejected","Female","C"
"12.346","Rejected","Female","C"
"12.347","Rejected","Female","C"
"12.348","Rejected","Female","C"
"12.349","Rejected","Female","C"
"12.350","Rejected","Female","C"
"12.351","Rejected","Female","C"
"12.352","Rejected","Female","C"
"12.353","Rejected","Female","C"
"12.354","Rejected","Female","C"
"12.355","Rejected","Female","C"
"12.356","Rejected","Female","C"
"12.357","Rejected","Female","C"
"12.358","Rejected","Female","C"
"12.359","Rejected","Female","C"
"12.360","Rejected","Female","C"
"12.361","Rejected","Female","C"
"12.362","Rejected","Female","C"
"12.363","Rejected","Female","C"
"12.364","Rejected","Female","C"
"12.365","Rejected","Female","C"
"12.366","Rejected","Female","C"
"12.367","Rejected","Female","C"
"12.368","Rejected","Female","C"
"12.369","Rejected","Female","C"
"12.370","Rejected","Female","C"
"12.371","Rejected","Female","C"
"12.372","Rejected","Female","C"
"12.373","Rejected","Female","C"
"12.374","Rejected","Female","C"
"12.375","Rejected","Female","C"
"12.376","Rejected","Female","C"
"12.377","Rejected","Female","C"
"12.378","Rejected","Female","C"
"12.379","Rejected","Female","C"
"12.380","Rejected","Female","C"
"12.381","Rejected","Female","C"
"12.382","Rejected","Female","C"
"12.383","Rejected","Female","C"
"12.384","Rejected","Female","C"
"12.385","Rejected","Female","C"
"12.386","Rejected","Female","C"
"12.387","Rejected","Female","C"
"12.388","Rejected","Female","C"
"12.389","Rejected","Female","C"
"12.390","Rejected","Female","C"
"13","Admitted","Male","D"
"13.1","Admitted","Male","D"
"13.2","Admitted","Male","D"
"13.3","Admitted","Male","D"
"13.4","Admitted","Male","D"
"13.5","Admitted","Male","D"
"13.6","Admitted","Male","D"
"13.7","Admitted","Male","D"
"13.8","Admitted","Male","D"
"13.9","Admitted","Male","D"
"13.10","Admitted","Male","D"
"13.11","Admitted","Male","D"
"13.12","Admitted","Male","D"
"13.13","Admitted","Male","D"
"13.14","Admitted","Male","D"
"13.15","Admitted","Male","D"
"13.16","Admitted","Male","D"
"13.17","Admitted","Male","D"
"13.18","Admitted","Male","D"
"13.19","Admitted","Male","D"
"13.20","Admitted","Male","D"
"13.21","Admitted","Male","D"
"13.22","Admitted","Male","D"
"13.23","Admitted","Male","D"
"13.24","Admitted","Male","D"
"13.25","Admitted","Male","D"
"13.26","Admitted","Male","D"
"13.27","Admitted","Male","D"
"13.28","Admitted","Male","D"
"13.29","Admitted","Male","D"
"13.30","Admitted","Male","D"
"13.31","Admitted","Male","D"
"13.32","Admitted","Male","D"
"13.33","Admitted","Male","D"
"13.34","Admitted","Male","D"
"13.35","Admitted","Male","D"
"13.36","Admitted","Male","D"
"13.37","Admitted","Male","D"
"13.38","Admitted","Male","D"
"13.39","Admitted","Male","D"
"13.40","Admitted","Male","D"
"13.41","Admitted","Male","D"
"13.42","Admitted","Male","D"
"13.43","Admitted","Male","D"
"13.44","Admitted","Male","D"
"13.45","Admitted","Male","D"
"13.46","Admitted","Male","D"
"13.47","Admitted","Male","D"
"13.48","Admitted","Male","D"
"13.49","Admitted","Male","D"
"13.50","Admitted","Male","D"
"13.51","Admitted","Male","D"
"13.52","Admitted","Male","D"
"13.53","Admitted","Male","D"
"13.54","Admitted","Male","D"
"13.55","Admitted","Male","D"
"13.56","Admitted","Male","D"
"13.57","Admitted","Male","D"
"13.58","Admitted","Male","D"
"13.59","Admitted","Male","D"
"13.60","Admitted","Male","D"
"13.61","Admitted","Male","D"
"13.62","Admitted","Male","D"
"13.63","Admitted","Male","D"
"13.64","Admitted","Male","D"
"13.65","Admitted","Male","D"
"13.66","Admitted","Male","D"
"13.67","Admitted","Male","D"
"13.68","Admitted","Male","D"
"13.69","Admitted","Male","D"
"13.70","Admitted","Male","D"
"13.71","Admitted","Male","D"
"13.72","Admitted","Male","D"
"13.73","Admitted","Male","D"
"13.74","Admitted","Male","D"
"13.75","Admitted","Male","D"
"13.76","Admitted","Male","D"
"13.77","Admitted","Male","D"
"13.78","Admitted","Male","D"
"13.79","Admitted","Male","D"
"13.80","Admitted","Male","D"
"13.81","Admitted","Male","D"
"13.82","Admitted","Male","D"
"13.83","Admitted","Male","D"
"13.84","Admitted","Male","D"
"13.85","Admitted","Male","D"
"13.86","Admitted","Male","D"
"13.87","Admitted","Male","D"
"13.88","Admitted","Male","D"
"13.89","Admitted","Male","D"
"13.90","Admitted","Male","D"
"13.91","Admitted","Male","D"
"13.92","Admitted","Male","D"
"13.93","Admitted","Male","D"
"13.94","Admitted","Male","D"
"13.95","Admitted","Male","D"
"13.96","Admitted","Male","D"
"13.97","Admitted","Male","D"
"13.98","Admitted","Male","D"
"13.99","Admitted","Male","D"
"13.100","Admitted","Male","D"
"13.101","Admitted","Male","D"
"13.102","Admitted","Male","D"
"13.103","Admitted","Male","D"
"13.104","Admitted","Male","D"
"13.105","Admitted","Male","D"
"13.106","Admitted","Male","D"
"13.107","Admitted","Male","D"
"13.108","Admitted","Male","D"
"13.109","Admitted","Male","D"
"13.110","Admitted","Male","D"
"13.111","Admitted","Male","D"
"13.112","Admitted","Male","D"
"13.113","Admitted","Male","D"
"13.114","Admitted","Male","D"
"13.115","Admitted","Male","D"
"13.116","Admitted","Male","D"
"13.117","Admitted","Male","D"
"13.118","Admitted","Male","D"
"13.119","Admitted","Male","D"
"13.120","Admitted","Male","D"
"13.121","Admitted","Male","D"
"13.122","Admitted","Male","D"
"13.123","Admitted","Male","D"
"13.124","Admitted","Male","D"
"13.125","Admitted","Male","D"
"13.126","Admitted","Male","D"
"13.127","Admitted","Male","D"
"13.128","Admitted","Male","D"
"13.129","Admitted","Male","D"
"13.130","Admitted","Male","D"
"13.131","Admitted","Male","D"
"13.132","Admitted","Male","D"
"13.133","Admitted","Male","D"
"13.134","Admitted","Male","D"
"13.135","Admitted","Male","D"
"13.136","Admitted","Male","D"
"13.137","Admitted","Male","D"
"14","Rejected","Male","D"
"14.1","Rejected","Male","D"
"14.2","Rejected","Male","D"
"14.3","Rejected","Male","D"
"14.4","Rejected","Male","D"
"14.5","Rejected","Male","D"
"14.6","Rejected","Male","D"
"14.7","Rejected","Male","D"
"14.8","Rejected","Male","D"
"14.9","Rejected","Male","D"
"14.10","Rejected","Male","D"
"14.11","Rejected","Male","D"
"14.12","Rejected","Male","D"
"14.13","Rejected","Male","D"
"14.14","Rejected","Male","D"
"14.15","Rejected","Male","D"
"14.16","Rejected","Male","D"
"14.17","Rejected","Male","D"
"14.18","Rejected","Male","D"
"14.19","Rejected","Male","D"
"14.20","Rejected","Male","D"
"14.21","Rejected","Male","D"
"14.22","Rejected","Male","D"
"14.23","Rejected","Male","D"
"14.24","Rejected","Male","D"
"14.25","Rejected","Male","D"
"14.26","Rejected","Male","D"
"14.27","Rejected","Male","D"
"14.28","Rejected","Male","D"
"14.29","Rejected","Male","D"
"14.30","Rejected","Male","D"
"14.31","Rejected","Male","D"
"14.32","Rejected","Male","D"
"14.33","Rejected","Male","D"
"14.34","Rejected","Male","D"
"14.35","Rejected","Male","D"
"14.36","Rejected","Male","D"
"14.37","Rejected","Male","D"
"14.38","Rejected","Male","D"
"14.39","Rejected","Male","D"
"14.40","Rejected","Male","D"
"14.41","Rejected","Male","D"
"14.42","Rejected","Male","D"
"14.43","Rejected","Male","D"
"14.44","Rejected","Male","D"
"14.45","Rejected","Male","D"
"14.46","Rejected","Male","D"
